tau,C1,C1_err,C2raw,C2raw_err,C2conn,C2conn_err,C3,C3_err
13.3,0.012867,0.0582408,3.65059,0.0477241,-0.0274918,0.0130193,0.099683,0.387549
13.35,0.0147172,0.0580233,3.64982,0.0476133,-0.0282631,0.0128361,0.161262,0.386043
13.4,0.0166575,0.0577986,3.6541,0.0476433,-0.0239782,0.0124916,0.213303,0.384603
13.45,0.0181717,0.0575581,3.65907,0.0474541,-0.0190107,0.0124888,0.243079,0.3813
13.5,0.0193083,0.0573003,3.66076,0.047141,-0.0173232,0.0120658,0.245386,0.376526
13.55,0.0207729,0.0570625,3.66249,0.0469979,-0.0155893,0.0116501,0.260115,0.372234
13.6,0.022137,0.0567964,3.66283,0.0468374,-0.0152469,0.0115991,0.278608,0.367265
13.65,0.023813,0.0566001,3.66416,0.0466595,-0.0139233,0.0114331,0.316002,0.367126
13.7,0.0253093,0.0564132,3.66472,0.0467147,-0.0133628,0.0113524,0.327965,0.36824
13.75,0.0267781,0.0561929,3.66109,0.0468717,-0.0169879,0.011476,0.318165,0.366032
13.8,0.0285194,0.0560101,3.65888,0.0472044,-0.0191974,0.011748,0.325427,0.364177
13.85,0.0300325,0.0558711,3.66034,0.0472748,-0.0177374,0.011884,0.32236,0.3631
13.9,0.0315083,0.0557143,3.65896,0.0471131,-0.0191211,0.0114489,0.323504,0.361053
13.95,0.0334626,0.0555703,3.65452,0.0470014,-0.0235636,0.0111292,0.324654,0.361001
14,0.0353424,0.0554017,3.65139,0.0469748,-0.0266943,0.010845,0.341854,0.360661
14.05,0.0376999,0.0552592,3.64828,0.0469355,-0.029798,0.0104925,0.361399,0.361122
14.1,0.0395967,0.0551167,3.64703,0.0467183,-0.0310468,0.0106868,0.369755,0.360377
14.15,0.0418076,0.0549686,3.64609,0.0465241,-0.0319942,0.0111659,0.382433,0.359329
14.2,0.0440652,0.0547764,3.64558,0.0465848,-0.0324989,0.011563,0.395247,0.35755
14.25,0.0465849,0.0545972,3.6405,0.0466341,-0.0375824,0.0118066,0.412237,0.354723
14.3,0.0489739,0.0544939,3.63681,0.0463593,-0.0412718,0.0121603,0.415759,0.353372
14.35,0.051511,0.0543824,3.6314,0.0459996,-0.0466789,0.0124099,0.432178,0.350854
14.4,0.0540983,0.0542772,3.62621,0.0457096,-0.0518648,0.0125671,0.445878,0.349768
14.45,0.0568331,0.0541402,3.62335,0.0454021,-0.0547329,0.0124468,0.483921,0.347669
14.5,0.0602249,0.0540406,3.62385,0.0454527,-0.0542247,0.0122578,0.528737,0.348659
14.55,0.0634404,0.0538865,3.62075,0.0455414,-0.0573261,0.0122455,0.566742,0.346973
14.6,0.066638,0.0537442,3.62193,0.0454826,-0.0561539,0.0119783,0.59664,0.346436
14.65,0.0702068,0.0536256,3.62164,0.0458159,-0.0564384,0.0120418,0.634078,0.347097
14.7,0.0738713,0.0535907,3.62644,0.0458678,-0.0516431,0.011907,0.671805,0.351195
14.75,0.0775867,0.0536154,3.63191,0.0459102,-0.0461729,0.0119761,0.719264,0.355874
14.8,0.0811626,0.0535748,3.63589,0.0458147,-0.0421895,0.0123282,0.74901,0.358248
14.85,0.0848017,0.0535534,3.63884,0.0457356,-0.0392403,0.0122265,0.775138,0.359222
14.9,0.0882791,0.0535164,3.64074,0.0458331,-0.0373397,0.0124142,0.790465,0.360938
14.95,0.0919937,0.0534594,3.64193,0.0461711,-0.0361525,0.0124806,0.823961,0.359298
15,0.0958493,0.0534185,3.64414,0.0462279,-0.0339431,0.0121203,0.857706,0.358621
15.05,0.099711,0.0534059,3.64586,0.046314,-0.0322244,0.0123054,0.862983,0.358318
15.1,0.103597,0.0534175,3.64794,0.0463385,-0.0301412,0.0126436,0.878479,0.357864
15.15,0.107715,0.0533578,3.6507,0.0462106,-0.0273824,0.0125227,0.89246,0.355878
15.2,0.112243,0.0532828,3.65479,0.0457429,-0.0232891,0.0124406,0.912745,0.354473
15.25,0.117083,0.053207,3.6602,0.0452129,-0.0178795,0.0124277,0.932364,0.352804
15.3,0.121702,0.0531401,3.66345,0.0449102,-0.0146258,0.0123675,0.943198,0.350208
15.35,0.12635,0.0530243,3.66581,0.0451229,-0.0122686,0.0123435,0.954092,0.346911
15.4,0.131724,0.052976,3.66812,0.0456244,-0.00995842,0.012375,0.983177,0.345253
15.45,0.136714,0.0529123,3.67013,0.0462235,-0.00794991,0.012162,1.00459,0.342977
15.5,0.14175,0.0528785,3.67139,0.0466437,-0.00669396,0.011794,1.02656,0.343458
15.55,0.146452,0.0528033,3.67446,0.0469529,-0.00361502,0.0115382,1.02605,0.342026
15.6,0.151688,0.0527298,3.67581,0.0472208,-0.00226465,0.011645,1.05702,0.340898
15.65,0.157504,0.052658,3.67776,0.0473408,-0.000323088,0.0116472,1.09509,0.340368
15.7,0.163437,0.0526251,3.67744,0.0474822,-0.00064351,0.011668,1.13426,0.340881
15.75,0.169204,0.0525593,3.67716,0.0477562,-0.000916688,0.0119028,1.1537,0.340976
15.8,0.175051,0.0525051,3.67732,0.0481486,-0.000762161,0.0121415,1.18614,0.343502
15.85,0.181717,0.0524314,3.67738,0.0485198,-0.000703272,0.0126504,1.25235,0.345007
15.9,0.188025,0.0523311,3.67749,0.0486024,-0.000585966,0.0126749,1.29638,0.346526
15.95,0.194831,0.052225,3.67826,0.0487427,0.000178372,0.0123869,1.34651,0.348008
16,0.20171,0.0521246,3.68234,0.0487668,0.00426306,0.0119238,1.38396,0.348353
16.05,0.208697,0.0520076,3.68475,0.0489929,0.00667405,0.0116574,1.41689,0.348143
16.1,0.215697,0.0518607,3.68781,0.049204,0.00973317,0.011764,1.44294,0.34674
16.15,0.222677,0.0516966,3.68771,0.0488722,0.00963444,0.0116629,1.47469,0.345555
16.2,0.229973,0.0515127,3.68309,0.0487896,0.00501093,0.0110621,1.51277,0.344147
16.25,0.237783,0.0513146,3.68172,0.0487544,0.00364429,0.0107674,1.56039,0.342819
16.3,0.245691,0.0510436,3.67772,0.0487375,-0.000360376,0.0108196,1.60041,0.341485
16.35,0.253733,0.0507218,3.67237,0.0489633,-0.00571294,0.0108294,1.64292,0.337753
16.4,0.262263,0.05045,3.66875,0.0493946,-0.00932495,0.0105796,1.69262,0.336241
16.45,0.270814,0.0501908,3.6634,0.0495551,-0.0146801,0.0108474,1.74092,0.335295
16.5,0.279632,0.0499306,3.65895,0.0495889,-0.0191264,0.0111856,1.79858,0.3361
16.55,0.288721,0.0496151,3.65901,0.049522,-0.0190724,0.0117554,1.86434,0.336783
16.6,0.297734,0.0492597,3.66002,0.0493215,-0.0180591,0.0120152,1.91282,0.337805
16.65,0.307035,0.0489012,3.65907,0.0490824,-0.0190095,0.0124677,1.96453,0.337677
16.7,0.317351,0.0485396,3.65792,0.0489543,-0.0201573,0.0128599,2.02876,0.336433
16.75,0.32793,0.0481221,3.65781,0.0489972,-0.0202718,0.0134892,2.09081,0.333666
16.8,0.33811,0.0476603,3.65708,0.0494218,-0.020999,0.0141648,2.1355,0.328911
16.85,0.349003,0.047155,3.65796,0.0496494,-0.0201194,0.0144979,2.19313,0.324817
16.9,0.360696,0.0466972,3.66419,0.0497735,-0.0138929,0.0143238,2.2881,0.325184
16.95,0.372241,0.0461956,3.66935,0.0497975,-0.00873113,0.0139308,2.34789,0.324787
17,0.384451,0.0456657,3.67106,0.0499659,-0.00702355,0.0137247,2.41414,0.324048
17.05,0.397566,0.0450771,3.67168,0.050196,-0.0064,0.0135406,2.49435,0.320456
17.1,0.411036,0.0444584,3.66978,0.0506021,-0.00830423,0.0136077,2.58369,0.31617
17.15,0.425051,0.0438292,3.66985,0.0503613,-0.00822519,0.0132114,2.67246,0.313186
17.2,0.439406,0.0432041,3.67179,0.0498393,-0.00628918,0.0128191,2.76864,0.311004
17.25,0.453937,0.0425275,3.67121,0.0494768,-0.00686645,0.0124461,2.83909,0.307242
17.3,0.469461,0.0418335,3.66945,0.0495039,-0.0086267,0.0123741,2.93404,0.302337
17.35,0.485037,0.0411378,3.66504,0.0495331,-0.0130392,0.0122388,3.02852,0.296285
17.4,0.501196,0.0404404,3.66034,0.0495474,-0.0177382,0.012212,3.12797,0.290255
17.45,0.518045,0.0397575,3.65771,0.0497265,-0.0203685,0.0122349,3.24005,0.286956
17.5,0.535496,0.0390046,3.65302,0.0496952,-0.0250625,0.0126052,3.34361,0.282864
17.55,0.553116,0.0382421,3.64838,0.0498332,-0.0297041,0.0132072,3.45297,0.280031
17.6,0.572078,0.0374867,3.64687,0.0502335,-0.0312051,0.013514,3.59267,0.276873
17.65,0.591575,0.0367257,3.6456,0.0503686,-0.0324812,0.013604,3.72431,0.27241
17.7,0.611443,0.0359385,3.64494,0.0503793,-0.0331401,0.0135568,3.85476,0.265831
17.75,0.631806,0.0351626,3.64507,0.0504997,-0.0330139,0.0134059,3.98117,0.259903
17.8,0.65167,0.0344082,3.64662,0.0504188,-0.031459,0.0128257,4.07894,0.256916
17.85,0.672249,0.0336329,3.64693,0.0502619,-0.0311464,0.0126452,4.18398,0.253559
17.9,0.693199,0.0328513,3.64586,0.049515,-0.0322153,0.0127268,4.29299,0.249983
17.95,0.714892,0.0320419,3.64564,0.0489675,-0.0324427,0.012904,4.42133,0.247421
18,0.736764,0.0312352,3.64716,0.0486478,-0.0309186,0.0132702,4.5453,0.245329
18.05,0.759312,0.0304391,3.64881,0.0484359,-0.0292674,0.0134969,4.67816,0.243323
18.1,0.782456,0.0296657,3.6533,0.0489462,-0.0247808,0.0136365,4.83485,0.241496
18.15,0.806624,0.0288037,3.65681,0.0489439,-0.0212698,0.0135403,5.02359,0.236139
18.2,0.831332,0.0279065,3.66035,0.049142,-0.0177259,0.0136098,5.20056,0.230817
18.25,0.856068,0.026998,3.66281,0.0494055,-0.0152688,0.0137019,5.35358,0.224964
18.3,0.881305,0.0261267,3.66621,0.0496434,-0.0118734,0.0139155,5.51596,0.220441
18.35,0.906812,0.0252912,3.66667,0.0498447,-0.0114135,0.0137599,5.68374,0.216503
18.4,0.932457,0.024452,3.66613,0.049657,-0.0119497,0.0136327,5.84111,0.212047
18.45,0.959188,0.0236489,3.66705,0.0493553,-0.0110329,0.0131069,6.01096,0.208619
18.5,0.986121,0.0228682,3.6666,0.0489631,-0.0114781,0.0123639,6.16656,0.206467
18.55,1.01318,0.0220354,3.66461,0.0485571,-0.0134728,0.0118303,6.31513,0.200151
18.6,1.04081,0.0211766,3.66202,0.0479019,-0.0160554,0.0117383,6.47475,0.19292
18.65,1.06875,0.0203059,3.65807,0.0473862,-0.0200117,0.0119267,6.63175,0.185656
18.7,1.09749,0.0194959,3.65936,0.0470162,-0.018723,0.0123198,6.82415,0.18045
18.75,1.1269,0.0186948,3.66322,0.0465588,-0.0148617,0.0121854,7.02534,0.177099
18.8,1.15618,0.0179908,3.66517,0.0463342,-0.012909,0.0122601,7.20686,0.174721
18.85,1.18514,0.017277,3.66426,0.0463756,-0.0138208,0.0120994,7.37413,0.172632
18.9,1.21426,0.0165664,3.66345,0.0463335,-0.0146341,0.0120737,7.53735,0.16951
18.95,1.2431,0.0159006,3.66282,0.0464943,-0.0152555,0.0120389,7.6896,0.167695
19,1.27223,0.0152794,3.66663,0.0467633,-0.0114535,0.0118689,7.84523,0.167616
19.05,1.30131,0.0146866,3.66946,0.0470674,-0.00861956,0.0112887,7.99239,0.168199
19.1,1.33076,0.0140877,3.67817,0.047231,9.31042e-05,0.0113968,8.15769,0.167707
19.15,1.36007,0.0135016,3.68948,0.0471708,0.0113969,0.0110369,8.33428,0.166567
19.2,1.38942,0.0129747,3.70078,0.0470731,0.022696,0.0110732,8.49117,0.164857
19.25,1.41793,0.0125226,3.71308,0.0470263,0.0350004,0.0110524,8.64812,0.16423
19.3,1.44569,0.0121533,3.72537,0.0475003,0.0472892,0.0109585,8.79657,0.165594
19.35,1.47301,0.0118315,3.74139,0.047506,0.063312,0.0108908,8.95176,0.164713
19.4,1.49906,0.0115735,3.75955,0.0476365,0.0814669,0.0110184,9.10438,0.16503
19.45,1.52366,0.0113438,3.7726,0.0475863,0.0945217,0.0112425,9.22626,0.16507
19.5,1.54678,0.0111719,3.78605,0.0477864,0.107973,0.0116536,9.35098,0.168567
19.55,1.56864,0.0110825,3.80221,0.0480362,0.124132,0.0119164,9.48362,0.172408
19.6,1.58843,0.0110724,3.81597,0.0483203,0.137888,0.0123718,9.60179,0.177061
19.65,1.60622,0.0111185,3.82609,0.0483281,0.148009,0.0127814,9.70209,0.181031
19.7,1.62195,0.0111498,3.83359,0.0480931,0.155507,0.0132343,9.79151,0.183883
19.75,1.63502,0.0112552,3.83472,0.0480665,0.156642,0.0138405,9.84859,0.186386
19.8,1.64611,0.0113161,3.83564,0.0480428,0.157558,0.014821,9.8948,0.18754
19.85,1.65442,0.0113411,3.8312,0.0477266,0.153119,0.015925,9.90438,0.187363
19.9,1.66049,0.0113877,3.82858,0.0477887,0.150498,0.0169745,9.91698,0.188968
19.95,1.66435,0.0113937,3.82756,0.0475517,0.149476,0.0178752,9.92353,0.188455
20,1.66571,0.011398,3.82703,0.0475774,0.148954,0.0182023,9.92149,0.188817
20.05,1.66435,0.0113937,3.82756,0.0475517,0.149476,0.0178752,9.92353,0.188455
20.1,1.66049,0.0113877,3.82858,0.0477887,0.150498,0.0169745,9.91698,0.188968
20.15,1.65442,0.0113411,3.8312,0.0477266,0.153119,0.015925,9.90438,0.187363
20.2,1.64611,0.0113161,3.83564,0.0480428,0.157558,0.014821,9.8948,0.18754
20.25,1.63502,0.0112552,3.83472,0.0480665,0.156642,0.0138405,9.84859,0.186386
20.3,1.62195,0.0111498,3.83359,0.0480931,0.155507,0.0132343,9.79151,0.183883
20.35,1.60622,0.0111185,3.82609,0.0483281,0.148009,0.0127814,9.70209,0.181031
20.4,1.58843,0.0110724,3.81597,0.0483203,0.137888,0.0123718,9.60179,0.177061
20.45,1.56864,0.0110825,3.80221,0.0480362,0.124132,0.0119164,9.48362,0.172408
20.5,1.54678,0.0111719,3.78605,0.0477864,0.107973,0.0116536,9.35098,0.168567
20.55,1.52366,0.0113438,3.7726,0.0475863,0.0945217,0.0112425,9.22626,0.16507
20.6,1.49906,0.0115735,3.75955,0.0476365,0.0814669,0.0110184,9.10438,0.16503
20.65,1.47301,0.0118315,3.74139,0.047506,0.063312,0.0108908,8.95176,0.164713
20.7,1.44569,0.0121533,3.72537,0.0475003,0.0472892,0.0109585,8.79657,0.165594
20.75,1.41793,0.0125226,3.71308,0.0470263,0.0350004,0.0110524,8.64812,0.16423
20.8,1.38942,0.0129747,3.70078,0.0470731,0.022696,0.0110732,8.49117,0.164857
20.85,1.36007,0.0135016,3.68948,0.0471708,0.0113969,0.0110369,8.33428,0.166567
20.9,1.33076,0.0140877,3.67817,0.047231,9.31042e-05,0.0113968,8.15769,0.167707
20.95,1.30131,0.0146866,3.66946,0.0470674,-0.00861956,0.0112887,7.99239,0.168199
21,1.27223,0.0152794,3.66663,0.0467633,-0.0114535,0.0118689,7.84523,0.167616
21.05,1.2431,0.0159006,3.66282,0.0464943,-0.0152555,0.0120389,7.6896,0.167695
21.1,1.21426,0.0165664,3.66345,0.0463335,-0.0146341,0.0120737,7.53735,0.16951
21.15,1.18514,0.017277,3.66426,0.0463756,-0.0138208,0.0120994,7.37413,0.172632
21.2,1.15618,0.0179908,3.66517,0.0463342,-0.012909,0.0122601,7.20686,0.174721
21.25,1.1269,0.0186948,3.66322,0.0465588,-0.0148617,0.0121854,7.02534,0.177099
21.3,1.09749,0.0194959,3.65936,0.0470162,-0.018723,0.0123198,6.82415,0.18045
21.35,1.06875,0.0203059,3.65807,0.0473862,-0.0200117,0.0119267,6.63175,0.185656
21.4,1.04081,0.0211766,3.66202,0.0479019,-0.0160554,0.0117383,6.47475,0.19292
21.45,1.01318,0.0220354,3.66461,0.0485571,-0.0134728,0.0118303,6.31513,0.200151
21.5,0.986121,0.0228682,3.6666,0.0489631,-0.0114781,0.0123639,6.16656,0.206467
21.55,0.959188,0.0236489,3.66705,0.0493553,-0.0110329,0.0131069,6.01096,0.208619
21.6,0.932457,0.024452,3.66613,0.049657,-0.0119497,0.0136327,5.84111,0.212047
21.65,0.906812,0.0252912,3.66667,0.0498447,-0.0114135,0.0137599,5.68374,0.216503
21.7,0.881305,0.0261267,3.66621,0.0496434,-0.0118734,0.0139155,5.51596,0.220441
21.75,0.856068,0.026998,3.66281,0.0494055,-0.0152688,0.0137019,5.35358,0.224964
21.8,0.831332,0.0279065,3.66035,0.049142,-0.0177259,0.0136098,5.20056,0.230817
21.85,0.806624,0.0288037,3.65681,0.0489439,-0.0212698,0.0135403,5.02359,0.236139
21.9,0.782456,0.0296657,3.6533,0.0489462,-0.0247808,0.0136365,4.83485,0.241496
21.95,0.759312,0.0304391,3.64881,0.0484359,-0.0292674,0.0134969,4.67816,0.243323
22,0.736764,0.0312352,3.64716,0.0486478,-0.0309186,0.0132702,4.5453,0.245329
22.05,0.714892,0.0320419,3.64564,0.0489675,-0.0324427,0.012904,4.42133,0.247421
22.1,0.693199,0.0328513,3.64586,0.049515,-0.0322153,0.0127268,4.29299,0.249983
22.15,0.672249,0.0336329,3.64693,0.0502619,-0.0311464,0.0126452,4.18398,0.253559
22.2,0.65167,0.0344082,3.64662,0.0504188,-0.031459,0.0128257,4.07894,0.256916
22.25,0.631806,0.0351626,3.64507,0.0504997,-0.0330139,0.0134059,3.98117,0.259903
22.3,0.611443,0.0359385,3.64494,0.0503793,-0.0331401,0.0135568,3.85476,0.265831
22.35,0.591575,0.0367257,3.6456,0.0503686,-0.0324812,0.013604,3.72431,0.27241
22.4,0.572078,0.0374867,3.64687,0.0502335,-0.0312051,0.013514,3.59267,0.276873
22.45,0.553116,0.0382421,3.64838,0.0498332,-0.0297041,0.0132072,3.45297,0.280031
22.5,0.535496,0.0390046,3.65302,0.0496952,-0.0250625,0.0126052,3.34361,0.282864
22.55,0.518045,0.0397575,3.65771,0.0497265,-0.0203685,0.0122349,3.24005,0.286956
22.6,0.501196,0.0404404,3.66034,0.0495474,-0.0177382,0.012212,3.12797,0.290255
22.65,0.485037,0.0411378,3.66504,0.0495331,-0.0130392,0.0122388,3.02852,0.296285
22.7,0.469461,0.0418335,3.66945,0.0495039,-0.0086267,0.0123741,2.93404,0.302337
22.75,0.453937,0.0425275,3.67121,0.0494768,-0.00686645,0.0124461,2.83909,0.307242
22.8,0.439406,0.0432041,3.67179,0.0498393,-0.00628918,0.0128191,2.76864,0.311004
22.85,0.425051,0.0438292,3.66985,0.0503613,-0.00822519,0.0132114,2.67246,0.313186
22.9,0.411036,0.0444584,3.66978,0.0506021,-0.00830423,0.0136077,2.58369,0.31617
22.95,0.397566,0.0450771,3.67168,0.050196,-0.0064,0.0135406,2.49435,0.320456
23,0.384451,0.0456657,3.67106,0.0499659,-0.00702355,0.0137247,2.41414,0.324048
23.05,0.372241,0.0461956,3.66935,0.0497975,-0.00873113,0.0139308,2.34789,0.324787
23.1,0.360696,0.0466972,3.66419,0.0497735,-0.0138929,0.0143238,2.2881,0.325184
23.15,0.349003,0.047155,3.65796,0.0496494,-0.0201194,0.0144979,2.19313,0.324817
23.2,0.33811,0.0476603,3.65708,0.0494218,-0.020999,0.0141648,2.1355,0.328911
23.25,0.32793,0.0481221,3.65781,0.0489972,-0.0202718,0.0134892,2.09081,0.333666
23.3,0.317351,0.0485396,3.65792,0.0489543,-0.0201573,0.0128599,2.02876,0.336433
23.35,0.307035,0.0489012,3.65907,0.0490824,-0.0190095,0.0124677,1.96453,0.337677
23.4,0.297734,0.0492597,3.66002,0.0493215,-0.0180591,0.0120152,1.91282,0.337805
23.45,0.288721,0.0496151,3.65901,0.049522,-0.0190724,0.0117554,1.86434,0.336783
23.5,0.279632,0.0499306,3.65895,0.0495889,-0.0191264,0.0111856,1.79858,0.3361
23.55,0.270814,0.0501908,3.6634,0.0495551,-0.0146801,0.0108474,1.74092,0.335295
23.6,0.262263,0.05045,3.66875,0.0493946,-0.00932495,0.0105796,1.69262,0.336241
23.65,0.253733,0.0507218,3.67237,0.0489633,-0.00571294,0.0108294,1.64292,0.337753
23.7,0.245691,0.0510436,3.67772,0.0487375,-0.000360376,0.0108196,1.60041,0.341485
23.75,0.237783,0.0513146,3.68172,0.0487544,0.00364429,0.0107674,1.56039,0.342819
23.8,0.229973,0.0515127,3.68309,0.0487896,0.00501093,0.0110621,1.51277,0.344147
23.85,0.222677,0.0516966,3.68771,0.0488722,0.00963444,0.0116629,1.47469,0.345555
23.9,0.215697,0.0518607,3.68781,0.049204,0.00973317,0.011764,1.44294,0.34674
23.95,0.208697,0.0520076,3.68475,0.0489929,0.00667405,0.0116574,1.41689,0.348143
24,0.20171,0.0521246,3.68234,0.0487668,0.00426306,0.0119238,1.38396,0.348353
24.05,0.194831,0.052225,3.67826,0.0487427,0.000178372,0.0123869,1.34651,0.348008
24.1,0.188025,0.0523311,3.67749,0.0486024,-0.000585966,0.0126749,1.29638,0.346526
24.15,0.181717,0.0524314,3.67738,0.0485198,-0.000703272,0.0126504,1.25235,0.345007
24.2,0.175051,0.0525051,3.67732,0.0481486,-0.000762161,0.0121415,1.18614,0.343502
24.25,0.169204,0.0525593,3.67716,0.0477562,-0.000916688,0.0119028,1.1537,0.340976
24.3,0.163437,0.0526251,3.67744,0.0474822,-0.00064351,0.011668,1.13426,0.340881
24.35,0.157504,0.052658,3.67776,0.0473408,-0.000323088,0.0116472,1.09509,0.340368
24.4,0.151688,0.0527298,3.67581,0.0472208,-0.00226465,0.011645,1.05702,0.340898
24.45,0.146452,0.0528033,3.67446,0.0469529,-0.00361502,0.0115382,1.02605,0.342026
24.5,0.14175,0.0528785,3.67139,0.0466437,-0.00669396,0.011794,1.02656,0.343458
24.55,0.136714,0.0529123,3.67013,0.0462235,-0.00794991,0.012162,1.00459,0.342977
24.6,0.131724,0.052976,3.66812,0.0456244,-0.00995842,0.012375,0.983177,0.345253
24.65,0.12635,0.0530243,3.66581,0.0451229,-0.0122686,0.0123435,0.954092,0.346911
24.7,0.121702,0.0531401,3.66345,0.0449102,-0.0146258,0.0123675,0.943198,0.350208
24.75,0.117083,0.053207,3.6602,0.0452129,-0.0178795,0.0124277,0.932364,0.352804
24.8,0.112243,0.0532828,3.65479,0.0457429,-0.0232891,0.0124406,0.912745,0.354473
24.85,0.107715,0.0533578,3.6507,0.0462106,-0.0273824,0.0125227,0.89246,0.355878
24.9,0.103597,0.0534175,3.64794,0.0463385,-0.0301412,0.0126436,0.878479,0.357864
24.95,0.099711,0.0534059,3.64586,0.046314,-0.0322244,0.0123054,0.862983,0.358318
25,0.0958493,0.0534185,3.64414,0.0462279,-0.0339431,0.0121203,0.857706,0.358621
25.05,0.0919937,0.0534594,3.64193,0.0461711,-0.0361525,0.0124806,0.823961,0.359298
25.1,0.0882791,0.0535164,3.64074,0.0458331,-0.0373397,0.0124142,0.790465,0.360938
25.15,0.0848017,0.0535534,3.63884,0.0457356,-0.0392403,0.0122265,0.775138,0.359222
25.2,0.0811626,0.0535748,3.63589,0.0458147,-0.0421895,0.0123282,0.74901,0.358248
25.25,0.0775867,0.0536154,3.63191,0.0459102,-0.0461729,0.0119761,0.719264,0.355874
25.3,0.0738713,0.0535907,3.62644,0.0458678,-0.0516431,0.011907,0.671805,0.351195
25.35,0.0702068,0.0536256,3.62164,0.0458159,-0.0564384,0.0120418,0.634078,0.347097
25.4,0.066638,0.0537442,3.62193,0.0454826,-0.0561539,0.0119783,0.59664,0.346436
25.45,0.0634404,0.0538865,3.62075,0.0455414,-0.0573261,0.0122455,0.566742,0.346973
25.5,0.0602249,0.0540406,3.62385,0.0454527,-0.0542247,0.0122578,0.528737,0.348659
25.55,0.0568331,0.0541402,3.62335,0.0454021,-0.0547329,0.0124468,0.483921,0.347669
25.6,0.0540983,0.0542772,3.62621,0.0457096,-0.0518648,0.0125671,0.445878,0.349768
25.65,0.051511,0.0543824,3.6314,0.0459996,-0.0466789,0.0124099,0.432178,0.350854
25.7,0.0489739,0.0544939,3.63681,0.0463593,-0.0412718,0.0121603,0.415759,0.353372
25.75,0.0465849,0.0545972,3.6405,0.0466341,-0.0375824,0.0118066,0.412237,0.354723
25.8,0.0440652,0.0547764,3.64558,0.0465848,-0.0324989,0.011563,0.395247,0.35755
25.85,0.0418076,0.0549686,3.64609,0.0465241,-0.0319942,0.0111659,0.382433,0.359329
25.9,0.0395967,0.0551167,3.64703,0.0467183,-0.0310468,0.0106868,0.369755,0.360377
25.95,0.0376999,0.0552592,3.64828,0.0469355,-0.029798,0.0104925,0.361399,0.361122
26,0.0353424,0.0554017,3.65139,0.0469748,-0.0266943,0.010845,0.341854,0.360661
26.05,0.0334626,0.0555703,3.65452,0.0470014,-0.0235636,0.0111292,0.324654,0.361001
26.1,0.0315083,0.0557143,3.65896,0.0471131,-0.0191211,0.0114489,0.323504,0.361053
26.15,0.0300325,0.0558711,3.66034,0.0472748,-0.0177374,0.011884,0.32236,0.3631
26.2,0.0285194,0.0560101,3.65888,0.0472044,-0.0191974,0.011748,0.325427,0.364177
26.25,0.0267781,0.0561929,3.66109,0.0468717,-0.0169879,0.011476,0.318165,0.366032
26.3,0.0253093,0.0564132,3.66472,0.0467147,-0.0133628,0.0113524,0.327965,0.36824
26.35,0.023813,0.0566001,3.66416,0.0466595,-0.0139233,0.0114331,0.316002,0.367126
26.4,0.022137,0.0567964,3.66283,0.0468374,-0.0152469,0.0115991,0.278608,0.367265
26.45,0.0207729,0.0570625,3.66249,0.0469979,-0.0155893,0.0116501,0.260115,0.372234
26.5,0.0193083,0.0573003,3.66076,0.047141,-0.0173232,0.0120658,0.245386,0.376526
26.55,0.0181717,0.0575581,3.65907,0.0474541,-0.0190107,0.0124888,0.243079,0.3813
26.6,0.0166575,0.0577986,3.6541,0.0476433,-0.0239782,0.0124916,0.213303,0.384603
26.65,0.0147172,0.0580233,3.64982,0.0476133,-0.0282631,0.0128361,0.161262,0.386043
